ID	Link	Title	Description	⭐	Tier #	Earliest Plausible	Recommended calc	Recommended	Expected calc	Expected	Dependency	Modifier recommended (dependency)	Modifier expected (dependency)	Bracket (hours)	Modifier recommended (bracket)	Modifier expected (bracket)	IRL-time	Modifier recommended (irl time)	Modifier expected (irl time)
XVEY	View	Find a Cyclosis Cockatiel	Find this bird for your Arc Journal on Thursdays - on Cyclosis at the south-eastern beach.	4	4	Hard	4.4		4.75	Hard	None			0.51-0.75	0.4	0.75	None	0	0
VVRB	View	Find a Pumpkin Limpkin	Find this bird for your Arc Journal - while foraging mushroom clusters or berry bushes throughout the Arc.	4	4	Hard	4.4		4.75	Hard	None			0.51-0.75	0.4	0.75	None	0	0
BD4G	View	Hand in a total of at least 1,000 effigy materials to Vicendithas	These materials can be gathered outside of the 5 minute timespan of the D&D. It is best to do this beforehand in preparation.	4	4	Hard	4.2		4.5	Hard	None			0.26-0.50	0.2	0.5	None	0	0
R83V	View	Obtain Blue the pupper	Unlocked in Zaida's Treasure Trails Reward shop for 2,500 Treasure Trail points.	5	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
M489	View	Obtain the Elder divination outfit	Creating the outfit require an Invention level of 20 and a Divination level of 80. You will need a total of 54,000 fragments gathered during Divination training from a Divination level of 70.	3	4	Hard	4		4.25	Hard	None			0-0.25	0	0.25	None	0	0
B2XN	View	Obtain the Expert Farmer rank	Requires 75,000 reputation. Reputation is gained when carrying out most activities granting Farming experience.	3	4	Hard	5.15		5.5	Elite	None			0-0.25	0	0.25	31-60 days	1.15	1.25
VX5B	View	Obtain the Fury shark outfit and unlock all its effects	Creating the outfit require an Invention level of 20 and a Fishing level of 80. You will need a total of 54,000 fragments gathered during Fishing training from a Fishing level of 70. Equip the full regular fishing outfit once to unlock its benefits on the elite outfit.	3	4	Hard	5.75	Elite	6	Master	None			11-20	1.75	2	None	0	0
EBM4	View	Obtain the Magic golem outfit and unlock all its effects	Creating the outfit require an Invention level of 20 and a Mining level of 80. You will need a total of 54,000 fragments gathered during Mining training from a Mining level of 70. Equip the full golden mining outfit once to unlock its benefits on the elite outfit.	3	4	Hard	5.75	Elite	6	Master	None			11-20	1.75	2	None	0	0
R8Q6	View	Obtain the Master camouflage outfit	Creating the outfit require an Invention level of 20 and a Thieving level of 80. You will need a total of 54,000 fragments gathered during Thieving training from a Thieving level of 70.	3	4	Hard	5.75	Elite	6	Master	None			11-20	1.75	2	None	0	0
8KN6	View	Obtain the Master farmer outfit and unlock all its effects	Creating the outfit require an Invention level of 20 and a Farming level of 80. You will need a total of 54,000 fragments gathered during Farming training from a Farming level of 70 or from the Farmer's Market. Equip the full regular farmers outfit once to unlock its benefits on the elite outfit.	3	4	Hard	5.75	Elite	6	Master	None			11-20	1.75	2	None	0	0
YVMY	View	Obtain the Nature's sentinel outfit	Creating the outfit require an Invention level of 20 and a Woodcutting level of 80. You will need a total of 54,000 fragments gathered during Woodcutting training from a Woodcutting level of 70.	3	4	Hard	5.75	Elite	6	Master	None			11-20	1.75	2	None	0	0
XVBW	View	Obtain the Volcanic trapper outfit	Creating the outfit require an Invention level of 20 and a Hunter level of 80. You will need a total of 54,000 fragments gathered during Hunter training from a Hunter level of 70.	3	5	Elite	6.75	Master	7	Grandmaster	None			11-20	1.75	2	None	0	0
Z2GY	View	Obtain the Warped gorajan trailblazer outfit	Creating the outfit require an Invention level of 20 and a Dungeoneering level of 80. You will need a total of 72,000 fragments gathered during Dungeoneering training from a Dungeoneering level of 70. You will also need to buy the blueprint from the Elite Dungeon shop for 200,000 dungeoneering tokens.	3	4	Hard	5.75	Elite	6	Master	None			11-20	1.75	2	None	0	0
EBNE	View	Purchase the Bountiful Harvest permanent unlock	Gives certain plants a 50% chance to produce an additional item per harvest. It can be purchased from Sydekix at the Garden of Kharid, costing 15,000 Crux Eqal favour.	2	4	Hard	5		5.75	Elite	None			0-0.25	0	0.25	15-30 days	1	1.5
DKX5	View	Purchase the Everlasting Incense permanent unlock	Incense stick bonuses will no longer be lost on death. It can be purchased from Sydekix at the Garden of Kharid, costing 35,000 Crux Eqal favour.	3	4	Hard	5		5.75	Elite	None			0-0.25	0	0.25	15-30 days	1	1.5
6YED	View	Purchase the Speedy Growth permanent unlock	Herb patches skip their first growth cycle, reducing their growth time by 20 minutes. It can be purchased from Sydekix at the Garden of Kharid, costing 25,000 Crux Eqal favour.	3	4	Hard	5		5.75	Elite	None			0-0.25	0	0.25	15-30 days	1	1.5
Z24Y	View	Set foot in the world of the beanionnaires	Obtain a grand total of 1,000,000 Beans.	5	3	Medium	4.25		4.75	Hard	None			0-0.25	0	0.25	61-120 days	1.25	1.5
5QJB	View	Tune a Bane sword into either its Revenant, Dragon or Abyssal bane variant	This is accomplished by combining a bane (2h) sword +4 with draconic visages (dragon bane), abyssal whips (abyssal bane), or corrupted variants of the Statius or Vesta weapons (revenant bane). The 2h sword requires two identical items.	4	4	Hard	4.5	Hard	5	Elite	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
QB88	View	Complete the group PvM requirements for the Hard tier	11 out of 14 group PvM uniques, and 2 out of 2 group PvM achievements are required to progress. You may not complete this task or make progress towards any tasks above Hard tier, including whatever your current active task was, until the requirements have been met. Make a ticket in #gpvm-progress-requests to contact the Taskman Team once you think you're done!		4	Hard	4.6	Hard	5	Elite	None			0.76-1	0.6	1	None	0	0
9XDM	View	Activate any totem along the Anachronia coast	Once you have found the three pieces of any totem (except the remototem, which can only be built in the base camp) complete the ritual to activate it.	3	3	Medium	3.5	Medium	4	Hard	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
DEYK	View	Complete each of the 14 unique Wilderness Flash Events	The events are on a fixed rotation. Use the in-game achievement "Far-Reaching and Wild-Ranging" to track your progress.	3	3	Medium	4.3		4.95	Hard	None			1.0-2.0	0.8	1.2	1-7 days	0.5	0.75
G7W4	View	Construct the Remote Totem Charging Point in the base camp on Anachronia	Requires 150,000 each of Wood, Vines and Stone as well as a complete Remototem. Note: Do not do this before completion of task DVW4 in Medium Tier!	2	3	Medium	3.75	Medium	4.25	Hard	None			0-0.25	0	0.25	8-14 days	0.75	1
Y2W3	View	Do a freakin' excellent job on a construction contract!	Earn 5 credits from a construction contract. Use only mahogany planks.	3	3	Medium	4		4.5	Hard	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
RXWB	View	Do a pretty crappy job on a construction contract	Earn a single credit from completing a construction contract. Use only basic materials.	2	3	Medium	4		4.5	Hard	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
N4WZ	View	Don't skip a lockbox puzzle	Solve a lockbox puzzle while completing master clue scrolls.	2	3	Medium	3.7	Medium	4.25	Hard	Drop RNG	0.5	0.75	0.26-0.50	0.2	0.5	None	0	0
R8D6	View	Fill a medium pen with one of each of the four seasonal rams	The four seasonal rams can only be breed during it's specific season. The seasonaliser from the Farmers' Market can be used to change the season at the farm.	3	3	Medium	3.95	Medium	4.5	Hard	None			0.26-0.50	0.2	0.5	8-14 days	0.75	1
98E3	View	Find Bubbles while training Fishing	Can be found while doing most exp-giving activities in the skill.	5	3	Medium	4		4.5	Hard	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
E2E7	View	Find Crabbe while training Slayer	Can be found while doing most exp-giving activities in the skill.	5	3	Medium	4		4.5	Hard	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
6QEQ	View	Find Dojo Mojo while training Agility	Can be found while doing most exp-giving activities in the skill.	5	3	Medium	4		4.5	Hard	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
4QEN	View	Find Flo while training Fletching	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
G7GE	View	Find Gemi while training Crafting	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
M933	View	Finish researching the Senntisten digsite	Complete all special research missions relating to Senntisten. This requires an Archaeology level of 67.	3	3	Medium	3.7	Medium	4.25	Hard	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
8533	View	Have 6 tier II animal perks active simultaneously at your farm	Requires 6 farm totems from the Farmers' Market. Need all small, medium and large pens to have the same mating pairs in every pen. The animals have to be elder.	2	3	Medium	4.5	Hard	5.25	Elite	Task allowance	1	1.25	0-0.25	0	0.25	1-7 days	0.5	0.75
VVB7	View	Have 9 tier I animal perks active simultaneously at your farm	Requires 6 farm totems from the Farmers' Market. One small pen needs to have a hen and a rooster, the other a chinchompa or rabbit. One medium pen needs to have a ram and an ewe, the other a spider or zygomite. One large pen needs to have a bull and a cow, the other a yak or dragon. All the animals have to be elder. Alternatively completing the breeding log for an animal gives the tier 1 perk passively, so you can achieve this by completing 9 animal breeding logs.	3	3	Medium	4.5	Hard	5.25	Elite	Task allowance	1	1.25	0-0.25	0	0.25	1-7 days	0.5	0.75
M43E	View	Obtain the Berserker aura	Unlocked in War's Wares at War's Retreat for 25,000 Marks of War.	4	3	Medium	4		4.5	Hard	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
B23N	View	Obtain the Dark magic aura	Unlocked in War's Wares at War's Retreat for 12,500 Marks of War.	4	3	Medium	4		4.5	Hard	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
JDKV	View	Obtain the Helm of Blood	The Mask of Crimson can be bought from the Shattered Worlds shop for 5,000,000 Anima. 600 Bloodvelds must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 50 to harm.	2	3	Medium	4.6	Hard	5.25	Elite	Task allowance	1	1.25	0.76-1	0.6	1	None	0	0
BD86	View	Obtain the Helm of Devilry	The Mask of Dust can be bought from the Shattered Worlds shop for 6,500,000 Anima. 700 Dust devils must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 65 to harm.	2	3	Medium	4.8	Hard	5.45	Elite	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
VRKJ	View	Obtain the Helm of Keening	The Mask of Mourning can be bought from the Shattered Worlds shop for 1,500,000 Anima. 200 Banshees must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 15 to harm.	2	2	Easy	3.6	Medium	4.25	Hard	Task allowance	1	1.25	0.76-1	0.6	1	None	0	0
8V2E	View	Obtain the Helm of Petrification	The Mask of Stone can be bought from the Shattered Worlds shop for 2,500,000 Anima. 300 Cockatrice must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 25 to harm.	2	3	Medium	4.6	Hard	5.25	Elite	Task allowance	1	1.25	0.76-1	0.6	1	None	0	0
W23N	View	Obtain the Helm of the Aquanites	The Mask of the Aquanites can be bought from the Shattered Worlds shop for 23,000,000 Anima. 1,000 Aquanites must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 78 to harm.	3	3	Medium	4.8	Hard	5.45	Elite	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
K7BG	View	Obtain the Helm of the Kuraski	The Mask of the Kura can be bought from the Shattered Worlds shop for 7,000,000 Anima. 800 Kurasks must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 70 to harm.	3	3	Medium	5		5.65	Elite	Task allowance	1	1.25	2.0-4.0	1	1.4	None	0	0
ZR34	View	Obtain the Helm of the Parched Wyrm	The Mask of the Yellow Wyrm can be bought from the Shattered Worlds shop for 23,000,000 Anima. 800 Desert strykewyrms must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 77 to harm.	3	3	Medium	5		5.65	Elite	Task allowance	1	1.25	2.0-4.0	1	1.4	None	0	0
XEM4	View	Obtain the Helm of the Verdant Wyrm	The Mask of the Green Wyrm can be bought from the Shattered Worlds shop for 21,000,000 Anima. 800 Jungle strykewyrms must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 73 to harm.	3	3	Medium	5		5.65	Elite	Task allowance	1	1.25	2.0-4.0	1	1.4	None	0	0
98NK	View	Obtain the Maniacal aura	Unlocked in War's Wares at War's Retreat for 25,000 Marks of War.	4	3	Medium	4		4.5	Hard	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
Z2QB	View	Obtain the Reckless aura	Unlocked in War's Wares at War's Retreat for 25,000 Marks of War.	4	3	Medium	4		4.5	Hard	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
55BG	View	Obtain Zez, the Runescore pet	Zez is unlocked upon reaching 5k total Runescore.	1	3	Medium	4		4.5	Hard	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
M4V9	View	Purchase the Max Guild portal-redirection to the Ranch out of Time	Bought from Prehistoric Potterington at the Ranch Out of Time for 5,000 beans.	3	3	Medium	3.75	Medium	4.25	Hard	None			0-0.25	0	0.25	8-14 days	0.75	1
KZYX	View	Recruit Dorbo for your Player-owned Farm	Bought from Granny Potterington at the Player-owned Farm for 3,500 beans. Farmhands will stop animals from growing past the adolescent stage at the cost of beans.	2	3	Medium	3.7	Medium	4.25	Hard	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
783R	View	Recruit Emile for your Player-owned Farm	Bought from Granny Potterington at the Player-owned Farm for 2,000 beans. Farmhands will stop animals from growing past the adolescent stage at the cost of beans.	2	3	Medium	3.5	Medium	4	Hard	None			0-0.25	0	0.25	1-7 days	0.5	0.75
M4VE	View	Recruit Karen for your Player-owned Farm	Bought from Granny Potterington at the Player-owned Farm for 3,500 beans. Farmhands will stop animals from growing past the adolescent stage at the cost of beans.	2	3	Medium	3.7	Medium	4.25	Hard	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
Z24B	View	Recruit Susan for your Player-owned Farm	Bought from Granny Potterington at the Player-owned Farm for 3,500 beans. Farmhands will stop animals from growing past the adolescent stage at the cost of beans.	2	3	Medium	3.7	Medium	4.25	Hard	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
B2BN	View	Recruit Teensy for your Player-owned Farm	Bought from Granny Potterington at the Player-owned Farm for 3,500 beans. Farmhands will stop animals from growing past the adolescent stage at the cost of beans.	2	3	Medium	3.7	Medium	4.25	Hard	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
G78R	View	Recruit Zygomaid for your Player-owned Farm	Bought from Granny Potterington at the Player-owned Farm for 2,000 beans. Farmhands will stop animals from growing past the adolescent stage at the cost of beans.	2	3	Medium	3.5	Medium	4	Hard	None			0-0.25	0	0.25	1-7 days	0.5	0.75
